Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1799,"ПП ""Редакція газети ""Рідний край""","Рівненська обл., Гощанський р-н, смт Гоща, вул. Сагайдачного, буд. 16",02474848,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком № 191 від 10.07.2019 без ПДВ.,2408,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1777,"ПП ""Газета ""Полісся""","Рівненська обл., Зарічненський р-н, смт Зарічне, вул. Центральна, буд. 59",30563142,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідго з рахунком №90 від 08.08.2019р. без ПДВ,2640,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1794,"ТОВ ""Редакція Іваничівської районної газети ""Колос""","Волинська обл., Іваничівський р-н, смт Іваничі, вул. Грушевського, буд. 33",02471732,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №111 від 09.07.2019,2849,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1798,"ПП ""Редакція газети ""Новини Рокитнівщини""","Рівненська обл., Рокитнівський р-н, смт Рокитне, вул. Незалежності, буд. 36",34132435,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком № 119 від 10.07.2019 без ПДВ.,2932,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1795,"ПП ""Редакція газети ""Слово правди""","Волинська обл., м. Володимир-Волинський, вул. Драгоманова, буд. 18",02471761,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком № 262 від 08.07.2019 без ПДВ.,3045,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1780,"ПП ""Редакція газети ""Вісник Демидівщини""","Рівненська обл., Демидівський р-н, смт Демидівка, пров. Новий, буд. 2",23308574,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком № 121 від 08.08.2019 без ПДВ.,"3376,2",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1800,"ТОВ ""Редакція газети ""Вісник Кореччини""","Рівненська обл., Корецький р-н, м. Корець, пл. Київська, буд. 5",36788904,"Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком № 110 від 10.07.2019, без ПДВ.",3423,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1796,"ПП ""Редакція газети ""Наше місто""","Волинська обл., м. Нововолинськ, просп. Дружби, буд. 27",20128222,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком № 92 від 09.07.2019 без ПДВ.,3500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1220,2019-07-10,1797,"ТОВ ""Наше життя""","Волинська обл., Любомльський р-н, м. Любомль, вул. 1 травня, буд. 18",02471710,Публікування агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком № 121 від 09.07.2019 без ПДВ.,"3522,25",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
"Всеукраїнське обʼєднання ""Батьківщина""",223,1110,2019-07-10,1776,"ТОВ ""Редакція газети ""Голос Чернігівки""","Запорізька обл., Чернігівський р-н, смт Чернігівка, вул. Соборна, буд. 383",42605190,Виготовлення друкованих матеріалів предвиборної агітації згідно з рахунком №24 від 09.08.2019р. без ПДВ,12000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
"Всеукраїнське обʼєднання ""Батьківщина""",223,1120,2019-07-10,1770,"КП Київської міської ради ""Телекомпанія ""Київ""","м. Київ, вул. Хрещатик, буд. 36",25195855,Виготовлення відеозаписів згідно з рахунком № 186-1 від 08.09.2019р. в т.ч. ПДВ 2166.67 грн.,13000,юридична особа,виготовлення відеозаписів
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1807,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"Оплата ефірного часу на телебаченні згідно з рахунком № 422 від 27.06.2019, в т.ч. ПДВ 14166.67 грн.",85000,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1400,2019-07-10,1802,"ТОВ ""Медіалайт""","м. Київ, вул. Старосільська, буд. 1",38013409,Інші витрати на предвиборну агітацію згідно з рахунком №76 від 08.07.2019 в т.ч. ПДВ 16260.40 грн.,"97562,4",юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
"Всеукраїнське обʼєднання ""Батьківщина""",223,1400,2019-07-10,1775,"ТОВ ""Сучасні рекламні рішення""","м. Київ, пров. Василя Жуковського, буд. 15/3",42417223,Інші витрати на предвиборну агітацію згідно з рахунком № СФ-9 від 04.07.2019р. без ПДВ.,100000,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1766,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Львів, пл. Галицька, буд. 15",20765851,Оплата ефірного часу на телебаченні згідно з рахунком № ЛВ608 від 09.08.2019р. в т.ч. ПДВ 20304.00 грн.,121824,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1806,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"Оплата ефірного часу на телебаченні згідно з рахунком № 209 від 27.06.2019, в т.ч. ПДВ 27500.00 грн.",165000,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1787,"ТОВ ""Новий канал""","м. Київ, вул. Тургенєвська, буд. 25",23530545,"Оплата ефірного часу на телебаченні згідно з рахунком № СФ-00000186 від 27.06.2019, в т.ч. ПДВ 54930.67 грн.",329584,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1805,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на телебаченні (Розповсюдження предвиборної агітації на каналах) згідно з рахунком № 563 від 27.06.2019, в т.ч. ПДВ 66666.67 грн.",400000,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1110,2019-07-10,1789,"ТОВ ""РТМ-Україна""","м. Київ, вул. Олега Кошового, буд. 2Б",31282375,Виготовлення друкованих матеріалів предвиборної агітації згідно з рахунком № РТ 2646 від 01.07.2019 в т.ч. ПДВ 83333.33 грн.,500000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1809,"ТОВ ""Інтер реклама центр""","м. Київ, вул. Воровського, буд. 22А",30524103,Оплата ефірного часу на телебаченні згідно з рахунком №124 від 01.07.2019 в т.ч. ПДВ 83333.33 грн.,500000,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1808,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,Оплата ефірного часу на телебаченні  згідно з рахунком № 560 від 01.07.2019 в т.ч. ПДВ 91666.67 грн.,550000,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1785,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"Оплата ефірного часу на телебаченні згідно з рахунком № 209 від 27.06.2019, в т.ч. ПДВ 137557.00 грн.",825342,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1786,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"Оплата ефірного часу на телебаченні згідно з рахунком № 422 від 27.06.2019, в т.ч. ПДВ 140845.67 грн.",845074,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1790,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,Оплата ефірного часу на телебаченні  згідно з рахунком № 560 від 01.07.2019 в т.ч. ПДВ 250000.00 грн.,1500000,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1791,"ТОВ ""Інтер реклама центр""","м. Київ, вул. Воровського, буд. 22А",30524103,Оплата ефірного часу на телебаченні згідно з рахунком №124 від 01.07.2019 в т.ч. ПДВ 333333.33 грн.,2000000,юридична особа,оплата ефірного часу на телебаченні
"Всеукраїнське обʼєднання ""Батьківщина""",223,1211,2019-07-10,1788,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"Оплата ефірного часу на телебаченні (Розповсюдження предвиборної агітації на каналах) згідно з рахунком № 563 від 27.06.2019, в т.ч. ПДВ 333333.33 грн.",2000000,юридична особа,оплата ефірного часу на телебаченні
